"x","y","c"
-0.538058560849068,-0.441349279358988,2
1.28735307129756,0.227727229541757,2
1.21666619415341,1.92489369207589,2
1.02832648832134,-0.706802492518903,2
-0.827262305622484,2.05015059042068,2
-10.9743017364392,10.2362866245595,5
-12.1569107526858,11.4617053078364,5
-10.7480416241741,11.6795373185939,5
-11.4730114216224,10.9385760892235,5
-12.3672990575864,12.8684690890063,5
-10.7079307542984,11.0623804676565,5
-11.4712531062187,11.3087029970698,5
-14.0700402269152,13.9357501643408,5
-10.9593423695442,11.6233187116076,5
-12.9090022899991,12.6617333506099,5
-12.0956017033715,16.1659226570948,7
-11.9216285072733,15.6588867354109,7
-11.9717844325884,15.7131161282258,7
-11.6420879870306,15.9056445121192,7
-11.4372499767962,16.7917168075981,7
-12.6297101767927,16.9823283203154,7
-11.9158463267664,16.127035413821,7
-12.350195532342,15.1801834737564,7
-12.5578420396406,15.7922606995772,7
-12.3495372628909,15.382859770816,7
-15.2891626948273,12.6500393711097,1
-16.9850275372193,12.6832544296178,1
-16.0127924904001,13.2356979566312,1
-15.3088750074515,11.8382639900084,1
-15.6580212910892,12.0256366137947,1
-16.4849844814166,12.3681541020963,1
-16.9851626469112,11.8194039844537,1
-15.3937802959654,11.6473877806912,1
-15.5952241054451,11.9335168997187,1
-16.6788430379699,12.3611042367931,1
-12.2556230652656,-11.3594403804142,4
-13.3811396677449,-12.3984840443872,4
-12.0127017781682,-11.8225527986811,4
-13.7778748838631,-11.619926589349,4
-11.8199725508251,-12.9493369296829,4
-11.7354898888884,-10.5508709124705,4
-13.6854052800043,-12.0753927861621,4
-8.94036915297439,-12.7794629891963,6
-11.2371285937876,-11.6218583203367,4
-11.7066055923374,-13.3335037885737,4
11.1329570399035,10.7063748690463,3
11.0909045282466,15.1852890244455,3
10.4320374461521,11.0708295468295,3
11.9579906909933,10.4163576160058,3
12.8962054891951,12.8572790441683,3
14.3475007786658,12.5573146427001,3
12.6764320825274,12.8564225562161,3
11.0059074330884,12.6093329049709,3
12.2171191601651,11.1883421698185,3
11.7372005245965,12.1102652444545,3
3.37192157290228,-0.570936831510146,2
1.18897928670904,-1.64036241786697,2
-0.312196743390218,-1.24216556475848,2
-0.133994026312435,1.02547182030158,2
-2.8176676488923,1.07292434857227,2
-1.93588392360647,-0.593869843606679,2
-0.781611950680969,2.8732468743598,2
1.96475983431514,-0.477808326751065,2
1.07962367968179,0.908272640200306,2
-0.0616430437017759,-1.98513933253162,2
12.7578593763534,-11.7270799282123,9
12.0446972306512,-11.2387366651974,9
12.3590342166561,-11.8535486298037,9
13.0557875265282,-12.3382562013504,9
12.2343570670105,-10.5971782209698,9
12.1766493826579,-12.3251578994824,9
11.9889197035476,-13.0317568804772,9
11.0757458929903,-10.1227760077669,9
11.9692111947885,-12.2419680539059,9
11.0666053563011,-13.4870539536341,9
11.5936721454219,-16.0675906769178,8
11.8096118795571,-16.4127497003663,8
11.818733779885,-16.49019532224,8
11.7022289944226,-15.8060474405921,8
11.3076704314506,-16.8142976849883,8
11.2904807287062,-15.3080205154393,8
11.8340210069476,-16.8077658533309,8
12.3507137300008,-16.6447211882565,8
12.1906793359141,-15.3202068162761,8
12.1454496916282,-15.919592149263,8
15.5718779800717,-11.4677536053759,9
15.6369107493899,-12.5910741009224,9
14.9470021704959,-11.7706373625733,9
15.6690746000046,-11.4358507301302,9
15.7931454506763,-12.1236803380907,9
16.349995208335,-12.0934459407052,9
16.0105108105263,-12.1762744341106,9
15.5109867496247,-11.959468807132,9
16.2665679257861,-11.5432184010628,9
15.7510058755295,-11.3022150535378,9
-11.6688452006298,-13.1239075552099,4
-11.4549634822558,-12.2616675502118,4
-10.4999661218431,-9.02786439761245,4
-11.6979059263523,-12.192797664324,4
-13.255384801352,-11.1073112462241,4
-13.6945764555268,-9.647928067622,4
-11.830099954619,-10.7551061457095,4
-13.9052065775584,-12.0189142010282,4
-10.4756558992469,-12.4879047908667,6
-13.4660031684428,-10.7716892779233,4
12.7997918137856,11.5522303496794,3
10.0904580160036,13.1525422988457,3
13.1896608997278,12.9884509433295,3
12.749168422618,11.176347561151,3
13.4343727127761,11.7019915973387,3
12.4291673374978,11.5423820444842,3
12.8686352801428,12.1832653233621,3
12.5497004878869,12.1328872526991,3
11.0979978994236,11.2989665813131,3
13.6984487337174,11.6199605413909,3
0.122610622190413,2.19139180489548,2
-2.52897039460976,-0.11839386198319,2
-1.92178591974693,-3.1798081840465,2
0.313892304245045,1.67391889470517,2
-1.22642242299318,-0.384547883910217,2
-0.5523221423922,1.83558742863372,2
-1.82692486877003,1.14650740629191,2
3.50314362939756,-5.3777587302852,2
-2.64696586358505,0.974895045080516,2
5.97274643286568,1.27378423014982,2
-13.6864803873765,10.4104381939236,5
-12.4893833598681,13.3530285979232,5
-10.9787578660586,12.6800088705975,5
-11.5770466107281,10.0618488812643,5
-11.6466662730637,13.7393072503246,5
-11.8998856723645,12.1112983880627,5
-11.8728926523569,12.7434213805957,5
-12.609009231799,11.8108722181096,5
-12.1474977040233,13.1785642697116,5
-11.7355697347423,10.8691192318105,5
-12.4285008162763,15.5324886552221,7
-11.8002120404429,15.9081462865067,7
-12.0973615135326,15.9865707132838,7
-12.01648243123,16.7519829661835,7
-10.9724099225177,16.0498277803293,7
-12.4293093566504,15.627594978882,7
-13.0303017557465,15.5453695583024,7
-10.6680247820132,15.7503166909763,7
-11.9764700667814,15.2850476524558,7
-11.7521165811914,16.2649682017778,7
-16.0826683042281,12.3286625592323,1
-16.1717202350311,12.4869492226427,1
-15.2398868337468,12.7104097889777,1
-15.8991289799111,11.4241607491583,1
-16.7932664559954,11.7393043497807,1
-16.1349601164125,11.8155565811186,1
-16.6220801874745,11.1344443251289,1
-15.9625065202345,12.9985921199927,1
-15.9617264911993,11.9861910786829,1
-15.9673794763197,12.1392395563741,1
-13.037300927101,-13.1781480527491,4
-10.3083137695794,-11.2494961136144,4
-11.4956204502821,-11.2150727846628,4
-12.0840050573012,-12.4703177219979,4
-12.7218489027581,-10.7196775349723,4
-11.9205022642469,-11.8010662103149,4
-12.7881832671452,-14.0644743125836,4
-10.7952262614484,-12.1524252208701,4
-13.0947768989261,-11.2267911528867,4
-10.4226398597245,-11.8848249234534,4
12.8349752565194,12.5579814523385,3
11.5573604413767,10.9118465364886,3
10.660685285116,12.5456581035003,3
11.2538049936099,13.2605733519263,3
12.8573730150291,10.4926631272508,3
11.1338083748235,12.6649118662409,3
12.4585258069447,11.9004934039098,3
11.8694355071244,10.5742205546514,3
13.1812771092841,12.9840586547484,3
11.2718399240198,13.542361067697,3
3.66800773992375,4.90830975615562,2
-1.47599054634666,-0.515555210041636,2
2.10945083742162,-1.03299310155706,2
0.487303334573177,1.40972471130199,2
-1.5457550254793,0.213627212193939,2
-1.27947413297452,-0.0286776909951177,2
0.915195388850048,0.804085710002031,2
-3.15797925895394,-2.56180676018195,2
0.935491146828643,1.07689829629752,2
2.76748660355945,-0.228253685590517,2
13.7387811443347,-14.4168774398175,9
12.5038358249719,-12.4898718875604,9
11.8277077318697,-13.0323250101591,9
10.4757727287978,-12.2741762560985,9
12.6020353877537,-11.9909555844674,9
11.6256736653993,-12.8828338982796,9
12.8502272806945,-11.9022050992532,9
13.5701639087967,-11.609607054369,9
12.0376589177704,-12.3593022781761,9
11.6339948768682,-11.5207837573272,9
11.3598744495225,-15.8922183367814,8
11.6948440088797,-15.8147108486928,8
11.2817350635381,-16.5838855252537,8
11.7941103563439,-15.7406037496537,8
10.9143302722385,-16.2479539186649,8
11.6100527296924,-15.9861456105385,8
12.5709077811549,-16.4505783260011,8
12.0959406155497,-16.0483446372925,8
12.3647601517009,-15.7095718074632,8
11.9695880791519,-17.1963414012761,8
15.7748760712779,-12.4379023614809,9
16.4660353477472,-11.6756306765129,9
15.3705643456479,-11.2483716717072,9
16.8064667461013,-11.9967381268104,9
16.181514762911,-12.7395519718131,9
16.2281201577148,-13.0439638419322,9
16.9170345509726,-11.1337127232675,9
16.427282758226,-11.9126098041791,9
16.2391012134361,-11.6808627457696,9
15.5379421422916,-12.4430537623231,9
-12.0345194049914,-10.2969850293393,4
-13.941741243159,-12.1818571387901,4
-14.006625980756,-12.0729632240992,4
-12.1489311705018,-12.5144469738309,4
-12.8227547472654,-11.1013751995944,4
-10.8159006199198,-13.9796948042572,6
-10.8896127829165,-10.8323171817303,4
-12.4115268640923,-12.6235776812788,4
-10.7639603798728,-12.3474370733851,4
-11.092590107906,-11.4065610615278,4
12.8646750174683,12.380059342895,3
11.33611511586,13.5190070904937,3
12.3376096049484,12.0459180256609,3
10.3842361807597,12.4273980607739,3
12.6594563495344,13.1665791809257,3
10.6507948968422,11.7436293446475,3
10.3658709089929,12.2294846534693,3
11.6808533997938,15.157206054385,3
11.6020345152395,12.489670860672,3
13.3915688315751,11.5774338082697,3
0.410670354218021,-1.51860656375571,2
-2.63132755259341,2.32492028513115,2
2.5096911059423,-1.66170696921112,2
-2.15517480222812,-3.48849553513654,2
2.75778287105021,-2.09673131862401,2
3.63946653474646,1.20168369848444,2
1.03514050312054,0.286716507391391,2
-0.824131050282199,-0.443279736436282,2
2.99813935737674,0.47370819612725,2
-2.76974389043416,-3.69600243155983,2
-13.1173081794197,12.8881155519092,5
-14.0515751153984,14.8600268919145,5
-13.0875498232993,12.3236283336576,5
-10.7428216225171,11.2401283753361,5
-11.4703704405802,13.3454903632307,5
-11.9684155267251,11.8492739669315,5
-10.7179933770567,13.8419018269178,5
-11.6900748710825,11.8652436874048,5
-12.1756674604744,12.4720144187104,5
-13.2870845298429,12.0493066849559,5
-11.4824516574603,16.784559409018,7
-12.3722616199061,16.3797571979667,7
-12.5839330644804,16.6193705206895,7
-12.0000181794915,17.1030975196844,7
-12.3744236679462,15.7458520236816,7
-11.2328291361047,16.5520729211242,7
-11.9755211842904,16.9054290307115,7
-12.0035742582962,15.921660943963,7
-11.7164322070578,15.9957841745508,7
-12.6828636047709,16.3798934051349,7
-15.9879892254467,11.752225380808,1
-16.1259977300648,12.7118528630777,1
-16.0184917060529,11.2883651225044,1
-15.7641488111437,10.8261244957098,1
-15.9943401827025,11.7821901564766,1
-15.6136867700237,11.4503657257059,1
-16.1633901732105,11.845662389324,1
-16.1661366325345,11.1521535153871,1
-15.5400582212081,12.1029673259692,1
-14.6080243385748,12.2487318936679,1
-12.2250759216833,-12.0270399776437,4
-12.798954148763,-12.1497714178717,4
-11.6846532875242,-10.3526537206944,4
-10.2301486625726,-13.4912905316996,6
-12.4494905530322,-13.3559116436665,4
-11.105798890949,-12.4185723648302,4
-13.7185878029508,-12.2810743447655,4
-12.0362267095573,-12.7439101852879,4
-12.0356606776134,-10.3012719319624,4
-11.7288504391393,-12.1386252759033,4
10.8799128688607,11.2712333795487,3
11.3905266508873,13.4348410885131,3
12.4186231016025,11.6380446680316,3
10.3882756793657,12.6075434743353,3
11.8560879797318,12.5564890029336,3
11.8639364212847,12.8354257073943,3
11.3005543853518,12.8778404699226,3
11.3741652104901,11.215081607456,3
12.6500113271435,10.1771169717517,3
11.951188428417,13.2872080834006,3
-2.49620644988589,1.35764289771305,2
-0.634984255404167,-2.84682843153959,2
2.43420377410086,1.82187689865921,2
-1.59326856099895,-0.210750707056658,2
-0.826139095171188,2.57981499500109,2
-2.29178868020525,1.74255457990129,2
3.11709278797467,-1.18090175570086,2
1.41867842715315,1.82806839903705,2
1.7797915410747,2.02406394754099,2
-0.481518662127461,2.13124501223172,2
12.6020571442425,-12.1224448935386,9
12.8192105609972,-10.9576887574481,9
11.393408983552,-13.4172047204503,9
10.8498470426102,-14.35598529283,9
12.1491065396651,-11.9632183629152,9
12.5431733072987,-11.2637814514243,9
11.890630805551,-11.6783368923878,9
12.8548687846987,-13.2654198407835,9
12.3368742613255,-13.2430029549981,9
10.2087435312006,-11.1685780397424,9
11.7787858474563,-15.9491155096452,8
12.02893341757,-16.402425299414,8
11.2039795740724,-15.828189167953,8
13.1228075311081,-16.351688154228,8
12.4167496782162,-16.9702760360843,8
11.9222667880685,-15.5887529935732,8
11.6723107104483,-15.828979496727,8
11.679429997147,-16.1121543635537,8
12.5733437080479,-15.549162578203,8
12.3375945013864,-17.162030319023,8
15.6957476039601,-11.9409505355461,9
16.706278642935,-11.1327129236102,9
15.504003242319,-12.1579704297858,9
15.3012521721981,-11.8931757320762,9
16.0786525168815,-11.1635262260471,9
15.626282144719,-12.2849528531593,9
15.5729508066169,-11.6315085501329,9
16.533629642664,-12.0846742797487,9
15.9094519545716,-12.6552639830252,9
17.1773996549979,-11.7278465352959,9
-13.2729088820515,-11.6675137304847,4
-11.3480215968191,-9.83036220245898,4
-12.2368267404544,-12.949509396677,4
-14.180476428906,-11.3966234194685,4
-12.2630513301715,-14.0036041926949,4
-11.0462095358704,-12.2845279114796,4
-13.5154962364566,-12.068527528736,4
-13.0992671336371,-12.5471793493837,4
-11.2698630914469,-11.832388124927,4
-11.9058700749576,-11.6511682164451,4
11.3234302972105,10.0309021691143,3
13.8946126934085,13.793695926335,3
12.5579871903689,12.8450827261348,3
11.8231529097114,13.0514747738778,3
12.5191938067856,11.9638951140595,3
11.2375468547795,13.7915179455291,3
12.2509091254354,13.7790335595847,3
12.8619035163675,11.5963300192818,3
11.7798286630529,13.2842390762047,3
13.1440320312909,12.3926044165414,3
