"x","y","c"
0.993607261522688,-1.41787695467708,1
-1.52224572574226,2.70552894996739,1
4.79246776419178,-0.879497121771084,1
-0.575736680724469,2.7405799315242,1
-1.92404257754143,-0.370795298710639,1
-3.05756740254598,-1.49866650749466,1
-1.5664358755346,1.8050335966793,1
-1.56632710356529,-0.157500715616581,1
6.61807689786111,1.32382797797449,1
-3.63758825451481,5.12848699315731,3
-5.97787288920131,4.47512113386918,2
-3.7081357614192,4.47230133427897,3
-4.87239568023155,4.23795822192342,3
-5.92117215985344,5.27501631324475,2
-3.31423118367733,4.13665738825596,3
-5.49941612188674,4.69593944532659,2
-3.56840047075616,3.37917621978989,3
-5.64417224537036,5.07521683136312,2
-6.78715361523028,4.72957873960523,2
-5.27596237812612,7.66514266478739,4
-5.66727189551061,7.26522616266037,4
-4.09957913572249,7.18359353478531,4
-6.83352668880051,7.89889027794557,4
-4.87792287436861,7.39402264452002,4
-6.1818439400926,7.78700398429904,4
-4.3580044386678,7.75209720645995,4
-5.66364025904635,7.99123902936657,4
-5.36773061084716,7.79467912223057,4
-5.88633279958335,7.53757497186421,4
-7.29496710194251,5.44502316194045,2
-6.7018654849245,4.54210086236788,2
-7.69035597546039,5.73419450869326,2
-7.87804893315805,4.67653609593019,2
-7.6511690586669,4.76659381354357,2
-7.0010413920942,5.17466195833414,2
-8.06957488776576,5.40508029377382,2
-7.84021439019951,4.92367022488131,2
-6.9428479731031,4.70012519228912,2
-6.96868748458315,5.37403538220554,2
-5.01663342588618,-4.64728836268828,5
-4.66443570714389,-5.45075037053707,5
-6.20179127595444,-6.64859402183801,5
-5.46497729212822,-5.77897254923385,5
-4.35286132932004,-4.29788744257704,5
-5.8112411117651,-5.35693001889506,5
-6.45571133906955,-4.59448939844502,5
-4.34630967978992,-5.55850453403021,5
-5.29945060019341,-3.8992884851576,5
-5.99001729245529,-5.63475317364255,5
4.48269856629295,3.97650211149963,6
5.01184710619562,4.36600002703772,6
6.36859441386758,6.33766308931162,6
4.98556021232962,5.57251733135702,6
6.24475577576503,5.01716528168762,6
5.25846351177691,6.04872158751224,6
5.74995297929414,4.39451497183405,6
5.48405351694885,5.70122772424838,6
4.7242744631327,4.90405038386707,6
5.10084637454907,3.90980346339961,6
1.22846581615466,2.51153963013397,1
2.42850862006291,1.41729305781506,1
1.65644970279823,-0.551922220875064,1
1.80022143440294,0.801052220667961,1
-4.87987986406956,3.40976553057218,3
-0.707137176131216,-0.805584079181515,1
-0.0312781944984131,0.0874551271378865,1
-1.67326336182562,0.751677717854178,1
0.499595514128835,-0.591510204641843,1
0.446020693735011,1.21756902273433,1
6.36921953944759,-6.33116799070032,9
4.59195608256932,-3.24833896684992,9
5.09842794367601,-4.21249872585008,9
5.26280570061809,-5.79522252385217,9
5.76024710370269,-3.774000355906,9
4.9326271657493,-6.58951411114875,8
2.98248733127903,-5.6926481652381,9
6.93802872805591,-6.04573860070323,7
3.96270152903715,-5.66904152967512,9
4.97112849994941,-3.68776172263521,9
4.80495200994017,-6.54400296296,8
5.37044888592623,-7.3547917577387,8
5.20333189680794,-7.26959082206942,8
4.77269079611767,-7.87520102177229,8
4.7418368954312,-7.89767598428727,8
5.68678243503442,-7.62657933605072,8
5.28197666318091,-8.30041193648172,8
5.10331850565493,-7.00009897421158,8
5.25792882627797,-8.00340729555475,8
5.42686419756171,-7.77905352306323,8
7.85368586962607,-4.71213538693228,7
8.41145733045231,-4.56902301708042,7
6.77267604869728,-5.15129256827628,7
7.42420246402177,-5.5453298921371,7
7.63019065206518,-3.75905428219283,7
7.46844518339228,-4.93586279796469,7
7.80500609913395,-5.0240805260396,7
7.37602146387458,-4.96519397669105,7
7.56262917950227,-5.21654343792748,7
7.54116509146836,-4.67566575414078,7
-4.84412290767936,-5.94392760239074,5
-4.88153000476934,-4.92014651532835,5
-4.20314178980598,-4.33824844558806,5
-5.66903523418953,-3.45090379218282,5
-4.57492897215352,-4.57140014721569,5
-5.71960801834079,-5.72834586789635,5
-5.37461446424735,-5.83895631684652,5
-5.26707550129288,-4.27890067615686,5
-3.81721742716509,-4.8588963526589,5
-6.46726235250146,-5.47630634791917,5
3.01593974451249,4.97495575059295,6
4.8786957439335,4.53894705537393,6
4.86866134452518,7.69169482643579,6
5.60139131493898,6.09325835402494,6
4.07731125796772,2.90504887903493,6
5.61506593493456,6.63860636599943,6
4.04774289686973,4.01561782462638,6
3.48371106387577,4.4935489457504,6
6.83944837928622,5.04237877337121,6
5.35888009737098,4.2648009762076,6
0.715498063783312,0.387190706901812,1
-4.24229849101515,4.31164009378767,3
-2.62959557054958,0.269712691019482,1
-0.498864718134704,2.05408592745315,1
0.229826230678939,-1.72119863342045,1
-0.538058560849068,-0.441349279358988,1
1.28735307129756,0.227727229541757,1
1.21666619415341,1.92489369207589,1
1.02832648832134,-0.706802492518903,1
-0.827262305622484,2.05015059042068,1
-3.97430173643919,3.23628662455951,3
-5.15691075268578,4.46170530783644,3
-3.74804162417413,4.67953731859392,3
-4.47301142162235,3.93857608922351,3
-5.3672990575864,5.86846908900626,4
-3.70793075429839,4.06238046765647,3
-4.47125310621869,4.30870299706976,3
-7.07004022691521,6.93575016434078,4
-3.9593423695442,4.62331871160762,3
-5.90900228999909,5.66173335060993,2
-5.09560170337152,7.66592265709484,4
-4.92162850727328,7.15888673541092,4
-4.97178443258839,7.21311612822576,4
-4.6420879870306,7.4056445121192,4
-4.43724997679618,8.29171680759806,4
-5.62971017679271,8.4823283203154,4
-4.91584632676637,7.62703541382101,4
-5.35019553234203,6.68018347375637,4
-5.55784203964058,7.29226069957722,4
-5.34953726289092,6.88285977081604,4
-6.78916269482729,5.65003937110967,2
-8.48502753721927,5.68325442961777,2
-7.51279249040013,6.23569795663119,2
-6.80887500745149,4.83826399000842,2
-7.15802129108918,5.02563661379472,2
-7.98498448141661,5.36815410209632,2
-8.48516264691119,4.81940398445368,2
-6.89378029596537,4.64738778069122,2
-7.0952241054451,4.93351689971868,2
-8.17884303796994,5.36110423679308,2
-5.25562306526557,-4.35944038041415,5
-6.38113966774491,-5.39848404438718,5
-5.01270177816815,-4.82255279868107,5
-6.77787488386312,-4.61992658934903,5
-4.81997255082511,-5.94933692968288,5
-4.7354898888884,-3.55087091247046,5
-6.68540528000433,-5.07539278616214,5
-1.9403691529744,-5.77946298919626,5
-4.2371285937876,-4.62185832033667,5
-4.70660559233743,-6.33350378857367,5
4.13295703990348,3.70637486904631,6
4.09090452824663,8.18528902444549,6
3.43203744615208,4.07082954682949,6
4.95799069099332,3.41635761600584,6
5.89620548919512,5.85727904416828,6
7.34750077866583,5.55731464270008,6
5.67643208252743,5.85642255621608,6
4.00590743308835,5.60933290497092,6
5.21711916016512,4.18834216981855,6
4.7372005245965,5.11026524445454,6
3.37192157290228,-0.570936831510146,1
1.18897928670904,-1.64036241786697,1
-0.312196743390218,-1.24216556475848,1
-0.133994026312435,1.02547182030158,1
-2.8176676488923,1.07292434857227,1
-1.93588392360647,-0.593869843606679,1
-0.781611950680969,2.8732468743598,1
1.96475983431514,-0.477808326751065,1
1.07962367968179,0.908272640200306,1
-0.0616430437017759,-1.98513933253162,1
5.75785937635337,-4.72707992821226,9
5.04469723065115,-4.23873666519737,9
5.35903421665606,-4.85354862980369,9
6.05578752652821,-5.3382562013504,7
5.23435706701052,-3.59717822096978,9
5.1766493826579,-5.32515789948238,9
4.98891970354757,-6.03175688047718,9
4.0757458929903,-3.1227760077669,9
4.96921119478847,-5.2419680539059,9
4.06660535630113,-6.48705395363407,8
4.59367214542192,-7.56759067691776,8
4.80961187955708,-7.91274970036625,8
4.81873377988503,-7.99019532223995,8
4.70222899442261,-7.30604744059212,8
4.30767043145058,-8.31429768498831,8
4.29048072870619,-6.80802051543925,8
4.83402100694757,-8.30776585333085,8
5.35071373000082,-8.14472118825647,8
5.19067933591414,-6.82020681627606,8
5.14544969162819,-7.41959214926299,8
7.07187798007172,-4.46775360537593,7
7.13691074938991,-5.59107410092245,7
6.44700217049594,-4.77063736257333,7
7.16907460000459,-4.43585073013025,7
7.29314545067634,-5.12368033809074,7
7.84999520833497,-5.09344594070523,7
7.51051081052631,-5.17627443411064,7
7.01098674962467,-4.95946880713201,7
7.7665679257861,-4.5432184010628,7
7.25100587552952,-4.30221505353781,7
-4.66884520062981,-6.12390755520988,5
-4.45496348225578,-5.26166755021183,5
-3.49996612184312,-2.02786439761245,1
-4.69790592635227,-5.19279766432402,5
-6.25538480135199,-4.10731124622405,5
-6.69457645552676,-2.647928067622,5
-4.83009995461904,-3.75510614570945,5
-6.90520657755836,-5.01891420102815,5
-3.47565589924687,-5.48790479086667,5
-6.46600316844275,-3.77168927792335,5
5.79979181378556,4.55223034967941,6
3.09045801600363,6.15254229884568,6
6.18966089972781,5.98845094332949,6
5.74916842261799,4.17634756115104,6
6.43437271277611,4.70199159733875,6
5.42916733749783,4.54238204448417,6
5.86863528014278,5.18326532336208,6
5.54970048788688,5.1328872526991,6
4.09799789942362,4.29896658131314,6
6.69844873371738,4.61996054139086,6
0.122610622190413,2.19139180489548,1
-2.52897039460976,-0.11839386198319,1
-1.92178591974693,-3.1798081840465,1
0.313892304245045,1.67391889470517,1
-1.22642242299318,-0.384547883910217,1
-0.5523221423922,1.83558742863372,1
-1.82692486877003,1.14650740629191,1
3.50314362939756,-5.3777587302852,9
-2.64696586358505,0.974895045080516,1
5.97274643286568,1.27378423014982,1
-6.68648038737646,3.41043819392361,2
-5.48938335986808,6.3530285979232,4
-3.97875786605863,5.68000887059748,3
-4.57704661072813,3.06184888126432,3
-4.64666627306371,6.73930725032462,4
-4.89988567236448,5.11129838806268,3
-4.87289265235692,5.74342138059566,4
-5.609009231799,4.81087221810959,2
-5.14749770402332,6.17856426971161,4
-4.73556973474235,3.86911923181055,3
-5.4285008162763,7.03248865522206,4
-4.80021204044287,7.40814628650668,4
-5.09736151353256,7.48657071328379,4
-5.01648243123001,8.25198296618349,4
-3.97240992251767,7.54982778032926,4
-5.42930935665041,7.12759497888201,4
-6.03030175574651,7.04536955830243,4
-3.6680247820132,7.25031669097634,4
-4.97647006678142,6.78504765245584,4
-4.75211658119138,7.76496820177785,4
-7.58266830422806,5.32866255923235,2
-7.67172023503112,5.48694922264265,2
-6.7398868337468,5.71040978897774,2
-7.3991289799111,4.42416074915831,2
-8.29326645599542,4.7393043497807,2
-7.63496011641251,4.81555658111859,2
-8.12208018747454,4.13444432512886,2
-7.46250652023448,5.99859211999267,2
-7.4617264911993,4.98619107868295,2
-7.46737947631971,5.13923955637406,2
-6.03730092710102,-6.17814805274911,5
-3.30831376957938,-4.24949611361436,5
-4.49562045028209,-4.21507278466279,5
-5.08400505730123,-5.47031772199793,5
-5.72184890275813,-3.71967753497227,5
-4.92050226424693,-4.80106621031488,5
-5.78818326714525,-7.0644743125836,5
-3.79522626144842,-5.15242522087011,5
-6.09477689892612,-4.2267911528867,5
-3.42263985972453,-4.88482492345339,5
5.83497525651941,5.55798145233852,6
4.55736044137668,3.91184653648858,6
3.66068528511596,5.54565810350033,6
4.25380499360987,6.2605733519263,6
5.85737301502913,3.49266312725078,6
4.13380837482349,5.66491186624092,6
5.45852580694467,4.90049340390984,6
4.86943550712438,3.57422055465139,6
6.18127710928414,5.98405865474837,6
4.27183992401978,6.54236106769702,6
3.66800773992375,4.90830975615562,6
-1.47599054634666,-0.515555210041636,1
2.10945083742162,-1.03299310155706,1
0.487303334573177,1.40972471130199,1
-1.5457550254793,0.213627212193939,1
-1.27947413297452,-0.0286776909951177,1
0.915195388850048,0.804085710002031,1
-3.15797925895394,-2.56180676018195,1
0.935491146828643,1.07689829629752,1
2.76748660355945,-0.228253685590517,1
6.73878114433474,-7.41687743981754,8
5.50383582497187,-5.48987188756039,9
4.82770773186972,-6.03232501015908,9
3.4757727287978,-5.27417625609852,9
5.6020353877537,-4.99095558446743,9
4.62567366539929,-5.8828338982796,9
5.85022728069446,-4.90220509925324,9
6.57016390879666,-4.60960705436902,7
5.03765891777041,-5.35930227817613,9
4.63399487686819,-4.52078375732719,9
4.3598744495225,-7.39221833678142,8
4.69484400887969,-7.31471084869278,8
4.2817350635381,-8.08388552525373,8
4.79411035634386,-7.24060374965375,8
3.91433027223851,-7.74795391866486,8
4.61005272969242,-7.48614561053846,8
5.57090778115489,-7.95057832600108,8
5.09594061554971,-7.54834463729247,8
5.36476015170089,-7.20957180746316,8
4.96958807915192,-8.69634140127613,8
7.27487607127786,-5.43790236148087,7
7.96603534774723,-4.6756306765129,7
6.8705643456479,-4.24837167170722,7
8.30646674610134,-4.99673812681043,7
7.68151476291103,-5.73955197181307,7
7.72812015771477,-6.04396384193221,7
8.41703455097255,-4.1337127232675,7
7.92728275822598,-4.91260980417911,7
7.73910121343609,-4.68086274576963,7
7.03794214229157,-5.44305376232311,7
-5.03451940499144,-3.29698502933925,5
-6.94174124315903,-5.18185713879013,5
-7.00662598075602,-5.07296322409919,5
-5.14893117050179,-5.51444697383093,5
-5.82275474726544,-4.10137519959441,5
-3.81590061991976,-6.97969480425718,5
-3.88961278291647,-3.8323171817303,5
-5.41152686409231,-5.62357768127883,5
-3.76396037987276,-5.34743707338515,5
-4.09259010790595,-4.40656106152784,5
5.86467501746828,5.38005934289502,6
4.33611511585997,6.51900709049367,6
5.33760960494838,5.04591802566087,6
3.3842361807597,5.42739806077394,6
5.65945634953443,6.16657918092572,6
3.65079489684224,4.74362934464745,6
3.36587090899288,5.22948465346933,6
4.68085339979383,8.15720605438497,6
4.60203451523949,5.48967086067196,6
6.39156883157509,4.5774338082697,6
0.410670354218021,-1.51860656375571,1
-2.63132755259341,2.32492028513115,1
2.5096911059423,-1.66170696921112,1
-2.15517480222812,-3.48849553513654,1
2.75778287105021,-2.09673131862401,1
3.63946653474646,1.20168369848444,1
1.03514050312054,0.286716507391391,1
-0.824131050282199,-0.443279736436282,1
2.99813935737674,0.47370819612725,1
-2.76974389043416,-3.69600243155983,5
-6.11730817941971,5.88811555190917,2
-7.05157511539836,7.86002689191455,4
-6.08754982329928,5.32362833365758,2
-3.74282162251713,4.24012837533608,3
-4.4703704405802,6.34549036323071,4
-4.9684155267251,4.84927396693154,3
-3.71799337705675,6.84190182691785,4
-4.69007487108248,4.86524368740476,3
-5.17566746047437,5.47201441871039,2
-6.28708452984285,5.0493066849559,2
-4.48245165746028,8.28455940901804,4
-5.37226161990615,7.87975719796671,4
-5.58393306448036,8.11937052068945,4
-5.00001817949154,8.6030975196844,4
-5.37442366794619,7.24585202368161,4
-4.23282913610473,8.05207292112419,4
-4.97552118429038,8.40542903071148,4
-5.00357425829619,7.42166094396301,4
-4.71643220705781,7.49578417455082,4
-5.68286360477086,7.87989340513486,4
-7.48798922544669,4.75222538080799,2
-7.62599773006481,5.71185286307773,2
-7.51849170605287,4.28836512250439,2
-7.26414881114373,3.82612449570976,2
-7.49434018270254,4.78219015647659,2
-7.11368677002367,4.45036572570593,2
-7.66339017321045,4.845662389324,2
-7.66613663253454,4.15215351538709,2
-7.04005822120814,5.10296732596923,2
-6.10802433857481,5.24873189366789,2
-5.22507592168332,-5.02703997764375,5
-5.79895414876302,-5.14977141787166,5
-4.68465328752425,-3.35265372069439,5
-3.23014866257263,-6.49129053169963,5
-5.44949055303216,-6.35591164366653,5
-4.10579889094895,-5.41857236483016,5
-6.71858780295083,-5.28107434476552,5
-5.03622670955726,-5.74391018528786,5
-5.03566067761344,-3.30127193196237,5
-4.72885043913927,-5.13862527590329,5
3.87991286886071,4.2712333795487,6
4.39052665088728,6.43484108851313,6
5.41862310160246,4.63804466803164,6
3.38827567936574,5.60754347433531,6
4.85608797973179,5.55648900293356,6
4.86393642128472,5.83542570739432,6
4.30055438535175,5.87784046992255,6
4.3741652104901,4.21508160745602,6
5.65001132714348,3.17711697175174,6
4.95118842841698,6.28720808340058,6
-2.49620644988589,1.35764289771305,1
-0.634984255404167,-2.84682843153959,1
2.43420377410086,1.82187689865921,1
-1.59326856099895,-0.210750707056658,1
-0.826139095171188,2.57981499500109,1
-2.29178868020525,1.74255457990129,1
3.11709278797467,-1.18090175570086,1
1.41867842715315,1.82806839903705,1
1.7797915410747,2.02406394754099,1
-0.481518662127461,2.13124501223172,1
5.60205714424245,-5.12244489353855,9
5.81921056099721,-3.95768875744812,9
4.39340898355205,-6.41720472045031,8
3.84984704261015,-7.35598529283005,8
5.14910653966513,-4.96321836291525,9
5.54317330729867,-4.26378145142425,9
4.89063080555102,-4.67833689238775,9
5.85486878469868,-6.26541984078345,8
5.3368742613255,-6.24300295499806,8
3.20874353120056,-4.16857803974243,9
4.77878584745633,-7.44911550964522,8
5.02893341756996,-7.90242529941396,8
4.20397957407243,-7.328189167953,8
6.12280753110813,-7.85168815422801,8
5.41674967821618,-8.47027603608426,8
4.92226678806854,-7.08875299357316,8
4.67231071044826,-7.32897949672702,8
4.67942999714699,-7.61215436355374,8
5.57334370804788,-7.04916257820301,8
5.33759450138637,-8.66203031902296,8
7.19574760396014,-4.94095053554613,7
8.20627864293501,-4.1327129236102,7
7.00400324231897,-5.15797042978575,7
6.80125217219805,-4.8931757320762,7
7.57865251688146,-4.16352622604706,7
7.12628214471904,-5.28495285315934,7
7.07295080661695,-4.63150855013292,7
8.03362964266405,-5.08467427974867,7
7.40945195457162,-5.65526398302524,7
8.67739965499793,-4.72784653529587,7
-6.27290888205146,-4.66751373048475,5
-4.34802159681907,-2.83036220245898,5
-5.2368267404544,-5.94950939667699,5
-7.180476428906,-4.39662341946855,5
-5.26305133017149,-7.00360419269492,5
-4.04620953587043,-5.28452791147965,5
-6.51549623645662,-5.06852752873597,5
-6.09926713363711,-5.5471793493837,5
-4.26986309144687,-4.83238812492704,5
-4.90587007495757,-4.65116821644515,5
4.32343029721054,3.03090216911429,6
6.89461269340855,6.79369592633503,6
5.55798719036891,5.84508272613478,6
4.82315290971142,6.05147477387776,6
5.51919380678565,4.9638951140595,6
4.23754685477949,6.79151794552909,6
5.25090912543543,6.77903355958467,6
5.86190351636752,4.59633001928177,6
4.77982866305292,6.28423907620468,6
6.14403203129091,5.39260441654141,6
